region,province,city,barangay
VISAYAS,CEBU,BANTAYAN,SUBA
VISAYAS,CEBU,BANTAYAN,SULANGAN
VISAYAS,CEBU,BANTAYAN,SUNGKO
VISAYAS,CEBU,BANTAYAN,TAMIAO
VISAYAS,CEBU,BANTAYAN,TICAD
VISAYAS,CEBU,BARILI,AZUCENA
VISAYAS,CEBU,BARILI,BAGAKAY
VISAYAS,CEBU,BARILI,BALAO
VISAYAS,CEBU,BARILI,BOLOCBOLOC
VISAYAS,CEBU,BARILI,BUDBUD
VISAYAS,CEBU,BARILI,BUGTONG KAWAYAN
VISAYAS,CEBU,BARILI,CABCABAN
VISAYAS,CEBU,BARILI,CAGAY
VISAYAS,CEBU,BARILI,CAMPANGGA
VISAYAS,CEBU,BARILI,CANDUGAY
VISAYAS,CEBU,BARILI,DAKIT
VISAYAS,CEBU,BARILI,GILOCTOG
VISAYAS,CEBU,BARILI,GIWANON
VISAYAS,CEBU,BARILI,GUIBUANGAN
VISAYAS,CEBU,BARILI,GUNTING
VISAYAS,CEBU,BARILI,HILASGASAN
VISAYAS,CEBU,BARILI,JAPITAN
VISAYAS,CEBU,BARILI,KALUBIHAN
VISAYAS,CEBU,BARILI,KANGDAMPAS
VISAYAS,CEBU,BARILI,LUHOD
VISAYAS,CEBU,BARILI,LUPO
VISAYAS,CEBU,BARILI,LUYO
VISAYAS,CEBU,BARILI,MAGHANOY
VISAYAS,CEBU,BARILI,MAIGANG
VISAYAS,CEBU,BARILI,MALOLOS
VISAYAS,CEBU,BARILI,MANTALONGON
VISAYAS,CEBU,BARILI,MANTAYUPAN
VISAYAS,CEBU,BARILI,MAYANA
VISAYAS,CEBU,BARILI,MINOLOS
VISAYAS,CEBU,BARILI,NABUNTURAN
VISAYAS,CEBU,BARILI,NASIPIT
VISAYAS,CEBU,BARILI,PANCIL
VISAYAS,CEBU,BARILI,PANGPANG
VISAYAS,CEBU,BARILI,PARIL
VISAYAS,CEBU,BARILI,PATUPAT
VISAYAS,CEBU,BARILI,POBLACION
VISAYAS,CEBU,BARILI,SAN RAFAEL
VISAYAS,CEBU,BARILI,SANTA ANA
VISAYAS,CEBU,BARILI,SAYAW
VISAYAS,CEBU,BARILI,TAL-OT
VISAYAS,CEBU,BARILI,TUBOD
VISAYAS,CEBU,BARILI,VITO
VISAYAS,CEBU,BOGO CITY,ANONANG NORTE
VISAYAS,CEBU,BOGO CITY,ANONANG SUR
VISAYAS,CEBU,BOGO CITY,BANBAN
VISAYAS,CEBU,BOGO CITY,BINABAG
VISAYAS,CEBU,BOGO CITY,BUNGTOD
VISAYAS,CEBU,BOGO CITY,CARBON
VISAYAS,CEBU,BOGO CITY,CAYANG
VISAYAS,CEBU,BOGO CITY,COGON
VISAYAS,CEBU,BOGO CITY,DAKIT
VISAYAS,CEBU,BOGO CITY,DON PEDRO RODRIGUEZ
VISAYAS,CEBU,BOGO CITY,GAIRAN
VISAYAS,CEBU,BOGO CITY,GUADALUPE
VISAYAS,CEBU,BOGO CITY,LA PAZ
VISAYAS,CEBU,BOGO CITY,LA PURISIMA CONCEPCION
VISAYAS,CEBU,BOGO CITY,LIBERTAD
VISAYAS,CEBU,BOGO CITY,LOURDES
VISAYAS,CEBU,BOGO CITY,MALINGIN
VISAYAS,CEBU,BOGO CITY,MARANGOG
VISAYAS,CEBU,BOGO CITY,NAILON
VISAYAS,CEBU,BOGO CITY,ODLOT
VISAYAS,CEBU,BOGO CITY,PANDAN
VISAYAS,CEBU,BOGO CITY,POLAMBATO
VISAYAS,CEBU,BOGO CITY,SAMBAG
VISAYAS,CEBU,BOGO CITY,SAN VICENTE
VISAYAS,CEBU,BOGO CITY,SANTO NIÑO
VISAYAS,CEBU,BOGO CITY,SANTO ROSARIO
VISAYAS,CEBU,BOGO CITY,SIOCON
VISAYAS,CEBU,BOGO CITY,SUDLONON
VISAYAS,CEBU,BOGO CITY,TAYTAYAN
VISAYAS,CEBU,BOLJOON,ARBOR
VISAYAS,CEBU,BOLJOON,BACLAYAN
VISAYAS,CEBU,BOLJOON,EL PARDO
VISAYAS,CEBU,BOLJOON,GRANADA
VISAYAS,CEBU,BOLJOON,LOWER BECERRIL
VISAYAS,CEBU,BOLJOON,LUNOP
VISAYAS,CEBU,BOLJOON,NANGKA
VISAYAS,CEBU,BOLJOON,POBLACION
VISAYAS,CEBU,BOLJOON,SAN ANTONIO
VISAYAS,CEBU,BOLJOON,SOUTH GRANADA
VISAYAS,CEBU,BOLJOON,UPPER BECERRIL
VISAYAS,CEBU,BORBON,BAGACAY
VISAYAS,CEBU,BORBON,BILI
VISAYAS,CEBU,BORBON,BINGAY
VISAYAS,CEBU,BORBON,BONGDO
VISAYAS,CEBU,BORBON,BONGDO GUA
VISAYAS,CEBU,BORBON,BONGOYAN
VISAYAS,CEBU,BORBON,CADARUHAN
VISAYAS,CEBU,BORBON,CAJEL
VISAYAS,CEBU,BORBON,CAMPUSONG
VISAYAS,CEBU,BORBON,CLAVERA
VISAYAS,CEBU,BORBON,DON GREGORIO ANTIGUA
VISAYAS,CEBU,BORBON,LAAW
VISAYAS,CEBU,BORBON,LUGO
VISAYAS,CEBU,BORBON,MANAGASE
VISAYAS,CEBU,BORBON,POBLACION
VISAYAS,CEBU,BORBON,SAGAY
VISAYAS,CEBU,BORBON,SAN JOSE
VISAYAS,CEBU,BORBON,TABUNAN
VISAYAS,CEBU,BORBON,TAGNUCAN
VISAYAS,CEBU,CARCAR,BOLINAWAN
VISAYAS,CEBU,CARCAR,BUENAVISTA
VISAYAS,CEBU,CARCAR,CALIDNGAN
VISAYAS,CEBU,CARCAR,CAN-ASUJAN
VISAYAS,CEBU,CARCAR,GUADALUPE
VISAYAS,CEBU,CARCAR,LIBURON
VISAYAS,CEBU,CARCAR,NAPO
VISAYAS,CEBU,CARCAR,OCANA
VISAYAS,CEBU,CARCAR,PERRELOS
VISAYAS,CEBU,CARCAR,POBLACION I
VISAYAS,CEBU,CARCAR,POBLACION II
VISAYAS,CEBU,CARCAR,POBLACION III
VISAYAS,CEBU,CARCAR,TUYOM
VISAYAS,CEBU,CARCAR,VALENCIA
VISAYAS,CEBU,CARCAR,VALLADOLID
VISAYAS,CEBU,CARMEN,BARING
VISAYAS,CEBU,CARMEN,CANTIPAY
VISAYAS,CEBU,CARMEN,CANTUKONG
VISAYAS,CEBU,CARMEN,CANTUMOG
VISAYAS,CEBU,CARMEN,CAURASAN
VISAYAS,CEBU,CARMEN,COGON EAST
VISAYAS,CEBU,CARMEN,COGON WEST
VISAYAS,CEBU,CARMEN,CORTE
VISAYAS,CEBU,CARMEN,DAWIS NORTE
VISAYAS,CEBU,CARMEN,DAWIS SUR
VISAYAS,CEBU,CARMEN,HAGNAYA
VISAYAS,CEBU,CARMEN,IPIL
VISAYAS,CEBU,CARMEN,LANIPGA
VISAYAS,CEBU,CARMEN,LIBORON
VISAYAS,CEBU,CARMEN,LOWER NATIMAO-AN
VISAYAS,CEBU,CARMEN,LUYANG
VISAYAS,CEBU,CARMEN,POBLACION
VISAYAS,CEBU,CARMEN,PUENTE
VISAYAS,CEBU,CARMEN,SAC-ON
VISAYAS,CEBU,CARMEN,TRIUMFO
VISAYAS,CEBU,CARMEN,UPPER NATIMAO-AN
VISAYAS,CEBU,CATMON,AGSUWAO
VISAYAS,CEBU,CATMON,AMANCION
VISAYAS,CEBU,CATMON,ANAPOG
VISAYAS,CEBU,CATMON,BACTAS
VISAYAS,CEBU,CATMON,BASAK
VISAYAS,CEBU,CATMON,BINONGKALAN
VISAYAS,CEBU,CATMON,BONGYAS
VISAYAS,CEBU,CATMON,CABUNGAAN
VISAYAS,CEBU,CATMON,CAMBANGKAYA
VISAYAS,CEBU,CATMON,CAN-IBUANG
VISAYAS,CEBU,CATMON,CATMONDAAN
VISAYAS,CEBU,CATMON,CORAZON
VISAYAS,CEBU,CATMON,DUYAN
VISAYAS,CEBU,CATMON,FLORES
VISAYAS,CEBU,CATMON,GINABUCAN
VISAYAS,CEBU,CATMON,MACAAS
VISAYAS,CEBU,CATMON,PANALIPAN
VISAYAS,CEBU,CATMON,SAN JOSE POBLACION
VISAYAS,CEBU,CATMON,TABILI
VISAYAS,CEBU,CATMON,TINABYONAN
VISAYAS,CEBU,CEBU CITY,ADLAON
VISAYAS,CEBU,CEBU CITY,AGSUNGOT
VISAYAS,CEBU,CEBU CITY,APAS
VISAYAS,CEBU,CEBU CITY,BABAG
VISAYAS,CEBU,CEBU CITY,BACAYAN
VISAYAS,CEBU,CEBU CITY,BANILAD
VISAYAS,CEBU,CEBU CITY,BASAK PARDO
VISAYAS,CEBU,CEBU CITY,BASAK SAN NICOLAS
VISAYAS,CEBU,CEBU CITY,BINALIW
VISAYAS,CEBU,CEBU CITY,BONBON
VISAYAS,CEBU,CEBU CITY,BUDLA-AN
VISAYAS,CEBU,CEBU CITY,BUHISAN
VISAYAS,CEBU,CEBU CITY,BULACAO
VISAYAS,CEBU,CEBU CITY,BUOT-TAUP PARDO
VISAYAS,CEBU,CEBU CITY,BUSAY
VISAYAS,CEBU,CEBU CITY,CALAMBA
VISAYAS,CEBU,CEBU CITY,CAMBINOCOT
VISAYAS,CEBU,CEBU CITY,CAMPUTHAW
VISAYAS,CEBU,CEBU CITY,CAPITOL SITE
VISAYAS,CEBU,CEBU CITY,CARRETA
VISAYAS,CEBU,CEBU CITY,COGON PARDO
VISAYAS,CEBU,CEBU CITY,COGON RAMOS
VISAYAS,CEBU,CEBU CITY,DAY-AS
VISAYAS,CEBU,CEBU CITY,DULJO
VISAYAS,CEBU,CEBU CITY,ERMITA
VISAYAS,CEBU,CEBU CITY,GUADALUPE
VISAYAS,CEBU,CEBU CITY,GUBA
VISAYAS,CEBU,CEBU CITY,HIPPODROMO
VISAYAS,CEBU,CEBU CITY,INAYAWAN
VISAYAS,CEBU,CEBU CITY,KALUBIHAN
VISAYAS,CEBU,CEBU CITY,KALUNASAN
VISAYAS,CEBU,CEBU CITY,KAMAGAYAN
VISAYAS,CEBU,CEBU CITY,KASAMBAGAN
VISAYAS,CEBU,CEBU CITY,KINASANG-AN PARDO
VISAYAS,CEBU,CEBU CITY,LABANGON
VISAYAS,CEBU,CEBU CITY,LAHUG
VISAYAS,CEBU,CEBU CITY,LOREGA
VISAYAS,CEBU,CEBU CITY,LUSARAN
VISAYAS,CEBU,CEBU CITY,LUZ
VISAYAS,CEBU,CEBU CITY,MABINI
VISAYAS,CEBU,CEBU CITY,MABOLO
VISAYAS,CEBU,CEBU CITY,MALUBOG
VISAYAS,CEBU,CEBU CITY,MAMBALING
VISAYAS,CEBU,CEBU CITY,PAHINA CENTRAL
VISAYAS,CEBU,CEBU CITY,PAHINA SAN NICOLAS
VISAYAS,CEBU,CEBU CITY,PAMUTAN
VISAYAS,CEBU,CEBU CITY,PARDO
VISAYAS,CEBU,CEBU CITY,PARI-AN
VISAYAS,CEBU,CEBU CITY,PARIL
VISAYAS,CEBU,CEBU CITY,PASIL
VISAYAS,CEBU,CEBU CITY,PIT-OS
VISAYAS,CEBU,CEBU CITY,PULANGBATO
VISAYAS,CEBU,CEBU CITY,PUNG-OL-SIBUGAY
VISAYAS,CEBU,CEBU CITY,PUNTA PRINCESA
VISAYAS,CEBU,CEBU CITY,QUIOT PARDO
VISAYAS,CEBU,CEBU CITY,SAMBAG I
VISAYAS,CEBU,CEBU CITY,SAMBAG II
VISAYAS,CEBU,CEBU CITY,SAN ANTONIO
VISAYAS,CEBU,CEBU CITY,SAN JOSE
VISAYAS,CEBU,CEBU CITY,SAN NICOLAS CENTRAL
VISAYAS,CEBU,CEBU CITY,SAN ROQUE
VISAYAS,CEBU,CEBU CITY,SANTA CRUZ
VISAYAS,CEBU,CEBU CITY,SAPANGDAKU
VISAYAS,CEBU,CEBU CITY,SAWANG CALERO
VISAYAS,CEBU,CEBU CITY,SINSIN
VISAYAS,CEBU,CEBU CITY,SIRAO
VISAYAS,CEBU,CEBU CITY,SR SANTO NIÑO
VISAYAS,CEBU,CEBU CITY,SUBA POBLACION
VISAYAS,CEBU,CEBU CITY,SUDLON I
VISAYAS,CEBU,CEBU CITY,SUDLON II
VISAYAS,CEBU,CEBU CITY,T. PADILLA
VISAYAS,CEBU,CEBU CITY,TABUNAN
VISAYAS,CEBU,CEBU CITY,TAGBAO
VISAYAS,CEBU,CEBU CITY,TALAMBAN
VISAYAS,CEBU,CEBU CITY,TAPTAP
VISAYAS,CEBU,CEBU CITY,TEJERO
VISAYAS,CEBU,CEBU CITY,TINAGO
VISAYAS,CEBU,CEBU CITY,TISA
VISAYAS,CEBU,CEBU CITY,TO-ONG PARDO
VISAYAS,CEBU,CEBU CITY,ZAPATERA
VISAYAS,CEBU,COMPOSTELA,BAGALNGA
VISAYAS,CEBU,COMPOSTELA,BASAK
VISAYAS,CEBU,COMPOSTELA,BULUANG
VISAYAS,CEBU,COMPOSTELA,CABADIANGAN
VISAYAS,CEBU,COMPOSTELA,CAMBAYOG
VISAYAS,CEBU,COMPOSTELA,CANAMUCAN
VISAYAS,CEBU,COMPOSTELA,COGON
VISAYAS,CEBU,COMPOSTELA,DAPDAP
VISAYAS,CEBU,COMPOSTELA,ESTACA
VISAYAS,CEBU,COMPOSTELA,LUPA
VISAYAS,CEBU,COMPOSTELA,MAGAY
VISAYAS,CEBU,COMPOSTELA,MULAO
VISAYAS,CEBU,COMPOSTELA,PANANGBAN
VISAYAS,CEBU,COMPOSTELA,POBLACION
VISAYAS,CEBU,COMPOSTELA,TAG-UBE
VISAYAS,CEBU,COMPOSTELA,TAMIAO
VISAYAS,CEBU,COMPOSTELA,TUBIGAN
VISAYAS,CEBU,CONSOLACION,CABANGAHAN
VISAYAS,CEBU,CONSOLACION,CANSAGA
VISAYAS,CEBU,CONSOLACION,CASILI
VISAYAS,CEBU,CONSOLACION,DANGLAG
VISAYAS,CEBU,CONSOLACION,GARING
VISAYAS,CEBU,CONSOLACION,JUGAN
VISAYAS,CEBU,CONSOLACION,LAMAC
VISAYAS,CEBU,CONSOLACION,LANIPGA
VISAYAS,CEBU,CONSOLACION,NANGKA
VISAYAS,CEBU,CONSOLACION,PANAS
VISAYAS,CEBU,CONSOLACION,PANOYPOY
VISAYAS,CEBU,CONSOLACION,PITOGO
VISAYAS,CEBU,CONSOLACION,POBLACION OCCIDENTAL
VISAYAS,CEBU,CONSOLACION,POBLACION ORIENTAL
VISAYAS,CEBU,CONSOLACION,POLOG
VISAYAS,CEBU,CONSOLACION,PULPOGAN
VISAYAS,CEBU,CONSOLACION,SACSAC
VISAYAS,CEBU,CONSOLACION,TAYUD
VISAYAS,CEBU,CONSOLACION,TILHAONG
VISAYAS,CEBU,CONSOLACION,TOLOTOLO
VISAYAS,CEBU,CONSOLACION,TUGBONGAN
VISAYAS,CEBU,CORDOBA,ALEGRIA
VISAYAS,CEBU,CORDOBA,BANGBANG
VISAYAS,CEBU,CORDOBA,BUAGSONG
VISAYAS,CEBU,CORDOBA,CATARMAN
VISAYAS,CEBU,CORDOBA,COGON
VISAYAS,CEBU,CORDOBA,DAPITAN
VISAYAS,CEBU,CORDOBA,DAY-AS
VISAYAS,CEBU,CORDOBA,GABI
VISAYAS,CEBU,CORDOBA,GILUTONGAN
VISAYAS,CEBU,CORDOBA,IBABAO
VISAYAS,CEBU,CORDOBA,PILIPOG
VISAYAS,CEBU,CORDOBA,POBLACION
VISAYAS,CEBU,CORDOBA,SAN MIGUEL
VISAYAS,CEBU,DAANBANTAYAN,AGUHO
VISAYAS,CEBU,DAANBANTAYAN,BAGAY
VISAYAS,CEBU,DAANBANTAYAN,BAKHAWAN
VISAYAS,CEBU,DAANBANTAYAN,BATERIA
VISAYAS,CEBU,DAANBANTAYAN,BITOON
VISAYAS,CEBU,DAANBANTAYAN,CALAPE
VISAYAS,CEBU,DAANBANTAYAN,CARNAZA
VISAYAS,CEBU,DAANBANTAYAN,DALINGDING
VISAYAS,CEBU,DAANBANTAYAN,LANAO
VISAYAS,CEBU,DAANBANTAYAN,LOGON
VISAYAS,CEBU,DAANBANTAYAN,MALBAGO
VISAYAS,CEBU,DAANBANTAYAN,MALINGIN
VISAYAS,CEBU,DAANBANTAYAN,MAYA
VISAYAS,CEBU,DAANBANTAYAN,PAJO
VISAYAS,CEBU,DAANBANTAYAN,PAYPAY
VISAYAS,CEBU,DAANBANTAYAN,POBLACION
VISAYAS,CEBU,DAANBANTAYAN,TALISAY
VISAYAS,CEBU,DAANBANTAYAN,TAPILON
VISAYAS,CEBU,DAANBANTAYAN,TINUBDAN
VISAYAS,CEBU,DAANBANTAYAN,TOMINJAO
VISAYAS,CEBU,DALAGUETE,ABLAYAN
VISAYAS,CEBU,DALAGUETE,BABAYONGAN
VISAYAS,CEBU,DALAGUETE,BALUD
VISAYAS,CEBU,DALAGUETE,BANHIGAN
VISAYAS,CEBU,DALAGUETE,BULAK
VISAYAS,CEBU,DALAGUETE,CALERIOHAN
VISAYAS,CEBU,DALAGUETE,CALIONGAN
VISAYAS,CEBU,DALAGUETE,CASAY
VISAYAS,CEBU,DALAGUETE,CATOLOHAN
VISAYAS,CEBU,DALAGUETE,CAWAYAN
VISAYAS,CEBU,DALAGUETE,CONSOLACION
VISAYAS,CEBU,DALAGUETE,CORO
VISAYAS,CEBU,DALAGUETE,DUGYAN
VISAYAS,CEBU,DALAGUETE,DUMALAN
VISAYAS,CEBU,DALAGUETE,JOLOMAYNON
VISAYAS,CEBU,DALAGUETE,LANAO
VISAYAS,CEBU,DALAGUETE,LANGKAS
VISAYAS,CEBU,DALAGUETE,LUMBANG
VISAYAS,CEBU,DALAGUETE,MALONES
VISAYAS,CEBU,DALAGUETE,MALORAY
VISAYAS,CEBU,DALAGUETE,MANANGGAL
VISAYAS,CEBU,DALAGUETE,MANLAPAY
VISAYAS,CEBU,DALAGUETE,MANTALONGON
VISAYAS,CEBU,DALAGUETE,NALHUB
VISAYAS,CEBU,DALAGUETE,OBO
VISAYAS,CEBU,DALAGUETE,OBONG
VISAYAS,CEBU,DALAGUETE,PANAS
VISAYAS,CEBU,DALAGUETE,POBLACION
VISAYAS,CEBU,DALAGUETE,SACSAC
VISAYAS,CEBU,DALAGUETE,SALUG
VISAYAS,CEBU,DALAGUETE,TABON
VISAYAS,CEBU,DALAGUETE,TAPUN
VISAYAS,CEBU,DALAGUETE,TUBA
VISAYAS,CEBU,DANAO CITY,BALIANG
VISAYAS,CEBU,DANAO CITY,BAYABAS
VISAYAS,CEBU,DANAO CITY,BINALIW
VISAYAS,CEBU,DANAO CITY,CABUNGAHAN
VISAYAS,CEBU,DANAO CITY,CAGAT-LAMAC
VISAYAS,CEBU,DANAO CITY,CAHUMAYAN
VISAYAS,CEBU,DANAO CITY,CAMBANAY
VISAYAS,CEBU,DANAO CITY,CAMBUBHO
VISAYAS,CEBU,DANAO CITY,COGON-CRUZ
VISAYAS,CEBU,DANAO CITY,DANASAN
VISAYAS,CEBU,DANAO CITY,DUNGGA
VISAYAS,CEBU,DANAO CITY,DUNGGOAN
VISAYAS,CEBU,DANAO CITY,GUINACOT
VISAYAS,CEBU,DANAO CITY,GUINSAY
VISAYAS,CEBU,DANAO CITY,IBO
VISAYAS,CEBU,DANAO CITY,LANGOSIG
VISAYAS,CEBU,DANAO CITY,LAWAAN
VISAYAS,CEBU,DANAO CITY,LICOS
VISAYAS,CEBU,DANAO CITY,LOOC
VISAYAS,CEBU,DANAO CITY,MAGTAGOBTOB
VISAYAS,CEBU,DANAO CITY,MALAPOC
VISAYAS,CEBU,DANAO CITY,MANLAYAG
VISAYAS,CEBU,DANAO CITY,MANTIJA
VISAYAS,CEBU,DANAO CITY,MASABA
VISAYAS,CEBU,DANAO CITY,MASLOG
VISAYAS,CEBU,DANAO CITY,NANGKA
VISAYAS,CEBU,DANAO CITY,OGUIS
VISAYAS,CEBU,DANAO CITY,PILI
VISAYAS,CEBU,DANAO CITY,POBLACION
VISAYAS,CEBU,DANAO CITY,QUISOL
VISAYAS,CEBU,DANAO CITY,SABANG
VISAYAS,CEBU,DANAO CITY,SACSAC
VISAYAS,CEBU,DANAO CITY,SANDAYONG NORTE
VISAYAS,CEBU,DANAO CITY,SANDAYONG SUR
VISAYAS,CEBU,DANAO CITY,SANTA ROSA
VISAYAS,CEBU,DANAO CITY,SANTICAN
VISAYAS,CEBU,DANAO CITY,SIBACAN
VISAYAS,CEBU,DANAO CITY,SUBA
VISAYAS,CEBU,DANAO CITY,TABOC
VISAYAS,CEBU,DANAO CITY,TAYTAY
VISAYAS,CEBU,DANAO CITY,TOGONON
VISAYAS,CEBU,DANAO CITY,TUBURAN SUR
VISAYAS,CEBU,DANAO LAKE,DANAO LAKE
VISAYAS,CEBU,DUMANJUG,BALAYGTIKI
VISAYAS,CEBU,DUMANJUG,BITOON
VISAYAS,CEBU,DUMANJUG,BULAK
VISAYAS,CEBU,DUMANJUG,BULLOGAN
VISAYAS,CEBU,DUMANJUG,CALABOON
VISAYAS,CEBU,DUMANJUG,CAMBOANG
VISAYAS,CEBU,DUMANJUG,CANDABONG
VISAYAS,CEBU,DUMANJUG,COGON
VISAYAS,CEBU,DUMANJUG,COTCOTON
VISAYAS,CEBU,DUMANJUG,DOLDOL
VISAYAS,CEBU,DUMANJUG,ILAYA
VISAYAS,CEBU,DUMANJUG,KABALAASNAN
VISAYAS,CEBU,DUMANJUG,KABATBATAN
VISAYAS,CEBU,DUMANJUG,KAMBANOG
VISAYAS,CEBU,DUMANJUG,KANG-ACTOL
VISAYAS,CEBU,DUMANJUG,KANGHALO
VISAYAS,CEBU,DUMANJUG,KANGHUMAOD
VISAYAS,CEBU,DUMANJUG,KANGUHA
VISAYAS,CEBU,DUMANJUG,KANTANGKAS
VISAYAS,CEBU,DUMANJUG,KANYUKO
VISAYAS,CEBU,DUMANJUG,KOLABTINGON
VISAYAS,CEBU,DUMANJUG,LAMAK
VISAYAS,CEBU,DUMANJUG,LAWAAN
VISAYAS,CEBU,DUMANJUG,LIONG
VISAYAS,CEBU,DUMANJUG,MANLAPAY
VISAYAS,CEBU,DUMANJUG,MASA
VISAYAS,CEBU,DUMANJUG,MATALAO
VISAYAS,CEBU,DUMANJUG,PACULOB
VISAYAS,CEBU,DUMANJUG,PANLAAN
VISAYAS,CEBU,DUMANJUG,PAWA
VISAYAS,CEBU,DUMANJUG,POBLACION CENTRAL
VISAYAS,CEBU,DUMANJUG,POBLACION LOOC
VISAYAS,CEBU,DUMANJUG,POBLACION SIMA
VISAYAS,CEBU,DUMANJUG,TANGIL
VISAYAS,CEBU,DUMANJUG,TAPON
VISAYAS,CEBU,DUMANJUG,TUBOD-BITOON
VISAYAS,CEBU,DUMANJUG,TUBOD-DUGOAN
VISAYAS,CEBU,GINATILAN,ANAO
VISAYAS,CEBU,GINATILAN,CAGSING
VISAYAS,CEBU,GINATILAN,CALABAWAN
VISAYAS,CEBU,GINATILAN,CAMBAGTE
VISAYAS,CEBU,GINATILAN,CAMPISONG
VISAYAS,CEBU,GINATILAN,CANORONG
VISAYAS,CEBU,GINATILAN,GUIWANON
VISAYAS,CEBU,GINATILAN,LOOC
VISAYAS,CEBU,GINATILAN,MALATBO
VISAYAS,CEBU,GINATILAN,MANGACO
VISAYAS,CEBU,GINATILAN,PALANAS
VISAYAS,CEBU,GINATILAN,POBLACION
VISAYAS,CEBU,GINATILAN,SALAMANCA
VISAYAS,CEBU,GINATILAN,SAN ROQUE
VISAYAS,CEBU,LAPU-LAPU CITY,AGUS
VISAYAS,CEBU,LAPU-LAPU CITY,BABAG
VISAYAS,CEBU,LAPU-LAPU CITY,BANKAL
VISAYAS,CEBU,LAPU-LAPU CITY,BARING
VISAYAS,CEBU,LAPU-LAPU CITY,BASAK
VISAYAS,CEBU,LAPU-LAPU CITY,BUAYA
VISAYAS,CEBU,LAPU-LAPU CITY,CALAWISAN
VISAYAS,CEBU,LAPU-LAPU CITY,CANJULAO
VISAYAS,CEBU,LAPU-LAPU CITY,CAUBIAN
VISAYAS,CEBU,LAPU-LAPU CITY,CAW-OY
VISAYAS,CEBU,LAPU-LAPU CITY,CAWHAGAN
VISAYAS,CEBU,LAPU-LAPU CITY,GUN-OB
VISAYAS,CEBU,LAPU-LAPU CITY,IBO
VISAYAS,CEBU,LAPU-LAPU CITY,LOOC
VISAYAS,CEBU,LAPU-LAPU CITY,MACTAN
VISAYAS,CEBU,LAPU-LAPU CITY,MARIBAGO
VISAYAS,CEBU,LAPU-LAPU CITY,MARIGONDON
VISAYAS,CEBU,LAPU-LAPU CITY,PAJAC
VISAYAS,CEBU,LAPU-LAPU CITY,PAJO
VISAYAS,CEBU,LAPU-LAPU CITY,PANGAN-AN
VISAYAS,CEBU,LAPU-LAPU CITY,POBLACION
VISAYAS,CEBU,LAPU-LAPU CITY,PUNTA ENGAÑO
VISAYAS,CEBU,LAPU-LAPU CITY,PUSOK
VISAYAS,CEBU,LAPU-LAPU CITY,SABANG
VISAYAS,CEBU,LAPU-LAPU CITY,SAN VICENTE
VISAYAS,CEBU,LAPU-LAPU CITY,SANTA ROSA
VISAYAS,CEBU,LAPU-LAPU CITY,SUBABASBAS
VISAYAS,CEBU,LAPU-LAPU CITY,TALIMA
VISAYAS,CEBU,LAPU-LAPU CITY,TINGO
VISAYAS,CEBU,LAPU-LAPU CITY,TUNGASAN
VISAYAS,CEBU,LILOAN,CABADIANGAN
VISAYAS,CEBU,LILOAN,CALERO
VISAYAS,CEBU,LILOAN,CATARMAN
VISAYAS,CEBU,LILOAN,COTCOT
VISAYAS,CEBU,LILOAN,JUBAY
VISAYAS,CEBU,LILOAN,LATABAN
VISAYAS,CEBU,LILOAN,MULAO
VISAYAS,CEBU,LILOAN,POBLACION
VISAYAS,CEBU,LILOAN,SAN ROQUE
VISAYAS,CEBU,LILOAN,SAN VICENTE
VISAYAS,CEBU,LILOAN,SANTA CRUZ
VISAYAS,CEBU,LILOAN,TABLA
VISAYAS,CEBU,LILOAN,TAYUD
VISAYAS,CEBU,LILOAN,YATI
VISAYAS,CEBU,MADRIDEJOS,BUNAKAN
VISAYAS,CEBU,MADRIDEJOS,KANGWAYAN
VISAYAS,CEBU,MADRIDEJOS,KAONGKOD
VISAYAS,CEBU,MADRIDEJOS,KODIA
VISAYAS,CEBU,MADRIDEJOS,MAALAT
VISAYAS,CEBU,MADRIDEJOS,MALBAGO
VISAYAS,CEBU,MADRIDEJOS,MANCILANG
VISAYAS,CEBU,MADRIDEJOS,PILI
VISAYAS,CEBU,MADRIDEJOS,POBLACION
VISAYAS,CEBU,MADRIDEJOS,SAN AGUSTIN
VISAYAS,CEBU,MADRIDEJOS,TABAGAK
VISAYAS,CEBU,MADRIDEJOS,TALANGNAN
VISAYAS,CEBU,MADRIDEJOS,TARONG
VISAYAS,CEBU,MADRIDEJOS,TUGAS
VISAYAS,CEBU,MALABUYOC,ARMEÑA
VISAYAS,CEBU,MALABUYOC,BARANGAY I
VISAYAS,CEBU,MALABUYOC,BARANGAY II
VISAYAS,CEBU,MALABUYOC,CERDEÑA
VISAYAS,CEBU,MALABUYOC,LABRADOR
VISAYAS,CEBU,MALABUYOC,LOMBO
VISAYAS,CEBU,MALABUYOC,LOOC
VISAYAS,CEBU,MALABUYOC,MAHANLUD
VISAYAS,CEBU,MALABUYOC,MINDANAO
VISAYAS,CEBU,MALABUYOC,MONTAÑEZA
VISAYAS,CEBU,MALABUYOC,SALMERON
VISAYAS,CEBU,MALABUYOC,SANTO NIÑO
VISAYAS,CEBU,MALABUYOC,SORSOGON
VISAYAS,CEBU,MALABUYOC,TOLOSA
VISAYAS,CEBU,MANDAUE CITY,ALANG-ALANG
VISAYAS,CEBU,MANDAUE CITY,BAKILID
VISAYAS,CEBU,MANDAUE CITY,BANILAD
VISAYAS,CEBU,MANDAUE CITY,BASAK
